EARN06: Average (mean) gross weekly earnings of full-time employees by occupation: People (not seasonally adjusted),,,,,,,,,,,
Date of publication:,15 August 2023,,,,,,,Date of next publication:,14 November 2023,,
Oct-Dec 2005,..,..,..,..,..,..,..,..,..,..,
Jan-Mar 2006,..,..,..,..,..,..,..,..,..,..,
Apr-Jun 2006,..,..,..,..,..,..,..,..,..,..,
Jul-Sep 2006,..,..,..,..,..,..,..,..,..,..,
Oct-Dec 2006,..,..,..,..,..,..,..,..,..,..,
Jan-Mar 2007,..,..,..,..,..,..,..,..,..,..,
Apr-Jun 2007,..,..,..,..,..,..,..,..,..,..,
Jul-Sep 2007,..,..,..,..,..,..,..,..,..,..,
Oct-Dec 2007,..,..,..,..,..,..,..,..,..,..,
Jan-Mar 2008,..,..,..,..,..,..,..,..,..,..,
Apr-Jun 2008,..,..,..,..,..,..,..,..,..,..,
Jul-Sep 2008,..,..,..,..,..,..,..,..,..,..,
Oct-Dec 2008,..,..,..,..,..,..,..,..,..,..,
Jan-Mar 2009,..,..,..,..,..,..,..,..,..,..,
Apr-Jun 2009,..,..,..,..,..,..,..,..,..,..,
Jul-Sep 2009,..,..,..,..,..,..,..,..,..,..,
Oct-Dec 2009,..,..,..,..,..,..,..,..,..,..,
Jan-Mar 2010,..,..,..,..,..,..,..,..,..,..,
Apr-Jun 2010,..,..,..,..,..,..,..,..,..,..,
Jul-Sep 2010,..,..,..,..,..,..,..,..,..,..,
Oct-Dec 2010,..,..,..,..,..,..,..,..,..,..,
Jan-Mar 2011,..,..,..,..,..,..,..,..,..,..,
Apr-Jun 2011,..,..,..,..,..,..,..,..,..,..,
Jul-Sep 2011,..,..,..,..,..,..,..,..,..,..,
Oct-Dec 2011,..,..,..,..,..,..,..,..,..,..,
Jan-Mar 2012,..,..,..,..,..,..,..,..,..,..,
Apr-Jun 2012,..,..,..,..,..,..,..,..,..,..,
Jul-Sep 2012,..,..,..,..,..,..,..,..,..,..,
Oct-Dec 2012,..,..,..,..,..,..,..,..,..,..,
Jan-Mar 2013,..,..,..,..,..,..,..,..,..,..,
Apr-Jun 2013,..,..,..,..,..,..,..,..,..,..,
Jul-Sep 2013,..,..,..,..,..,..,..,..,..,..,
Oct-Dec 2013,..,..,..,..,..,..,..,..,..,..,
Jan-Mar 2014,..,..,..,..,..,..,..,..,..,..,
Apr-Jun 2014,..,..,..,..,..,..,..,..,..,..,
Jul-Sep 2014,..,..,..,..,..,..,..,..,..,..,
Oct-Dec 2014,..,..,..,..,..,..,..,..,..,..,
Jan-Mar 2015,..,..,..,..,..,..,..,..,..,..,
Apr-Jun 2015,..,..,..,..,..,..,..,..,..,..,
Jul-Sep 2015,..,..,..,..,..,..,..,..,..,..,
Oct-Dec 2015,..,..,..,..,..,..,..,..,..,..,
Jan-Mar 2016,..,..,..,..,..,..,..,..,..,..,
Apr-Jun 2016,..,..,..,..,..,..,..,..,..,..,
Jul-Sep 2016,..,..,..,..,..,..,..,..,..,..,
Oct-Dec 2016,..,..,..,..,..,..,..,..,..,..,
Jan-Mar 2017,..,..,..,..,..,..,..,..,..,..,
Apr-Jun 2017,..,..,..,..,..,..,..,..,..,..,
Jul-Sep 2017,..,..,..,..,..,..,..,..,..,..,
Oct-Dec 2017,..,..,..,..,..,..,..,..,..,..,
Jan-Mar 2018,..,..,..,..,..,..,..,..,..,..,
Apr-Jun 2018,..,..,..,..,..,..,..,..,..,..,
Jul-Sep 2018,..,..,..,..,..,..,..,..,..,..,
Oct-Dec 2018,..,..,..,..,..,..,..,..,..,..,
Jan-Mar 2019,..,..,..,..,..,..,..,..,..,..,
Apr-Jun 2019,..,..,..,..,..,..,..,..,..,..,
Jul-Sep 2019,..,..,..,..,..,..,..,..,..,..,
Oct-Dec 2019,..,..,..,..,..,..,..,..,..,..,
Jan-Mar 2020,..,..,..,..,..,..,..,..,..,..,
Apr-Jun 2020,..,..,..,..,..,..,..,..,..,..,
Jul-Sep 2020,..,..,..,..,..,..,..,..,..,..,
Oct-Dec 2020,..,..,..,..,..,..,..,..,..,..,
Jan-Mar 2021,676,975,844,684,507,548,403,419,514,433,
Apr-Jun 2021,674,957,846,673,510,550,410,422,514,418,
Jul-Sep 2021,696,993,893,707,502,566,404,418,541,412,
Oct-Dec 2021,696,987,898,681,512,565,418,447,531,425,
Jan-Mar 2022,700,971,890,701,534,556,411,430,526,432,
Apr-Jun 2022,727,1048,904,742,527,593,444,452,555,430,
Jul-Sep 2022,729,1039,905,754,543,576,424,444,568,421,
Oct-Dec 2022,741,1054,930,754,556,565,421,454,547,439,
Jan-Mar 2023,743,1048,919,762,547,591,430,449,558,438,
Apr-Jun 2023,780,1129,963,769,557,609,429,471,581,471,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,Source: Labour Force Survey,
IMPORTANT NOTE REGARDING LFS EARNINGS ESTIMATES,,,,,,,,,,,
"The data on individual’s earnings captured by the LFS is thought to be of a lower quality than ASHE or AWE as LFS information is self-reported by employees. ASHE and AWE however, gather information from the employer which is thought to be more accurate as employers can consult payroll records. Individuals may not have such records to hand and their responses may therefore be subject to higher levels of recall error. Furthermore LFS responses can be given by proxy (by other individuals in the same household) when an individual is unavailable for interview. This gives further scope for recall error from respondents. Due to this recall error, estimates of earnings based on the LFS that are published by the ONS excluding those who earn more than £100 per hour as a quality assurance measure. These factors combined mean that gross weekly and hourly pay are known to be underestimated on the LFS.",,,,,,,,,,,
,,,,,,,,,,,
"Estimates of gross weekly and hourly earnings from the LFS are based upon 2/5 of the quarterly sample and are therefore subject to high sampling variability. For this reason, ONS recommends that any short term measurement of change be made with caution. ",,,,,,,,,,,
,,,,,,,,,,,
1  Full-time is based on respondents' self assessment. The estimates relate to an individual's main job only.,,,,,,,,,,,
,,,,,,,,,,,
 The data for estimates prior to Jan-Mar 2011 were collected on the previous SOC basis (SOC 2000) and have been mapped to an equivalent SOC 2010 basis.,,,,,,,,,,,
 As a result there may be some inconsistencies with estimates before and after Jan-Mar 2011. ,,,,,,,,,,,
,,,,,,,,,,,
"Note: As the estimates are not seasonally adjusted, it is best practice to only compare the same quarter for different years (e.g., compare January-March 2018 with January-March 2019 but do not compare July-September 2018 with January-March 2019).",,,,,,,,,,,
